text,category,category2
If you could help me with that ...it would be nice,calltoaction,
Please revert back changes inside vendor directory,calltoaction,
Please remove these comments,calltoaction,
"please use !=, and at subsequent places",calltoaction,
@vikramdevtron please review this,calltoaction,
@pghildiy please review,calltoaction,
cc @kartik-579 @pawan-59 @kripanshdevtron @vikramdevtron,calltoaction,
@SamraatBansal @swangi-kumari Can you please run the final checks. This time the issue is resolved,statusofactions,calltoaction
@SamraatBansal @swangi-kumari Can someone help me with tests on the stable toolchain? I am continuously trying to fix the errors thrown by them.,problem,question
friendly ping @nishant-d @pawan-mehta-dt,calltoaction,
"Hi @kartik-579, I just wanted to follow up on the pull request I submitted a while ago. I understand you mentioned that you would review it, and I appreciate your time. If you happen to have some free time now or in the near future, I would be grateful if you could review the PR. Thank you for your attention, and please let me know if there's anything else I can provide or assist with.",calltoaction,
"Hey @shivansh-bhatnagar18 ,
 
 Thanks a bunch for all your contributions! We’ve got a little something for you to show our appreciation.
 
 Just take a moment to fill out this form, and get ready for some awesome swag coming your way.
 
 Thanks!",calltoaction,approval
Can you fix the lint waring?,calltoaction,
"@prasunna09 what's the issue with pr title ?
 
 And I have made changes have a look now formatting is being changed",statusofactions,question
"Hey @ckerr and @VerteDinde, has one of you had a chance to look into this PR?",calltoaction,
"Hey @aiddya and @VerteDinde, thanks for helping out… please see #39131. Ideas?",calltoaction,
It might seem silly but can we duplicate the list of value up here as well purely so the JSON api is accurate,calltoaction,
Please Enable It For Windows 7 Please,calltoaction,
"Also, if there is a better place to ask these questions, my apologies. Let me know, happy to engage where you are!",calltoaction,
"You can click on the ""Resolve conflicts"" button that the GitHub UI shows and include changes that are relevant to your PR, it would then commit the changes to your branch itself, which you have access to commit and push to.",proceduralsuggestion,solution
"I did it but it's not getting change , I have done the commit twice on my branch @SanchithHegde",statusofactions,problem
"@SanchithHegde @srujanchikke All checks have been passed , can u merge the pr ?",statusofactions,
"Also, you might have better luck with this question at one of the links at the project's Community page -- in particular, be sure to give the Electron Discord server a try.",calltoaction,
@Akshat-Jain ping,calltoaction,
Can you add a test here for a failing synchronous operation?,calltoaction,
"/cc @ckerr, @codebytere, @MarshallOfSound",calltoaction,
Happy to remove it anyway! LMK,calltoaction,
"@MarshallOfSound @deepak1556 can one of you merge this PR and start a backport, please?",calltoaction,
"Hi @alexeykuzmin , Hi @MarshallOfSound , who will be able to review this change ? Thx a lot.",calltoaction,
"Hi, gentle ping ?",calltoaction,
cc @nornagon @CapOM,calltoaction,
I don't modify atom_api_power_monitor.cc. @MarshallOfSound could you please take a look? Thanks.,calltoaction,
Edit: should add the option to docs.,calltoaction,
Can anyone merge this or tell me what needs to be done before it can be merged?,calltoaction,
@JeganMSD @yuri-karkh,calltoaction,
Needs a review.,calltoaction,
"@MarshallOfSound please look at build-linux failing,
 
 it has AssertionError: exit code should be 123, if you see this please tag @MarshallOfSound: expected 1 to equal 123",calltoaction,
"Once that's done, could you update this line: to be (you'll also have to import the SwitchStrategy trait):
upi_data.vpa_id.map(|id| PayerInfo { token_id: id.switch_strategy() })",solution,
@nornagon are you also reviewing this PR? thank you.,calltoaction,
"Also, this needs tests. Please test that:",calltoaction,
"Additionally, check that things work as expected in iframes and webviews (I think it should work in iframes but maybe not in webviews?)",calltoaction,
"Also, please document this parameter.",calltoaction,
and un-indent the code below.,calltoaction,
Can you move this to anonymous namespace? i.e. where the GetRenderFrame are defined.,calltoaction,
@SargamPuram Can you please run the following commands -,proceduralsuggestion,
Can you also add some documentation for the APIs?,calltoaction,
Please add a test!,calltoaction,
@lishid there are a couple things that are needed for this PR to move forward:,calltoaction,
I wasn't sure what to do regarding the Error that StrongSecret::from_str(s) could produce (Infallible). I guess I could have also made the associative type Err in FromStr to be type Err = Box<dyn std::error::Error>; but I feel like the current approach makes more sense. Otherwise I would have had to box CCValError,solution,problem
@kevinsawicki could you please review?,calltoaction,
"@refi64 Please take a look at #29523, looks related.",calltoaction,
"Could you add tests to ensure deserialization catches invalid card numbers? So a call like serde_json::from_str::<CardNumber>(r#""""1234 5678""""#) should fail deserialization because of the invalid card number. Regarding the refactor, it's fine, I did expect it to happen.",problem,calltoaction
"@deepak1556 , maybe you can take a look? I'm absolutely not familiar with media-stuff.",calltoaction,
"I would appreciate guidance in getting this PR to completion with regard to CI builds, styling, implementation, and testing.",calltoaction,
"@TingPing @ckerr since you guys were a part of the last PR, can you provide assistance on this one?",calltoaction,
Any skilled Electron contributor would be a huge help at this point.,calltoaction,
If anyone has ideas on what might be the problem please share them.,calltoaction,
Re-review would be much appreciated!,calltoaction,
"You do need a way to disable this during the tests though, to assure deterministic behaviour that doesn't depend on system circumstances (see Travis).",calltoaction,
"Yet boost doesn't make the same compatibility guarantees, and needs to be checked.",calltoaction,
cc @L0laL33tz @theStack,calltoaction,
"otoh, it would be nice to populate these when we detect a replaced receive tx...",calltoaction,
"Yes, the Deserialize implementation could just use the FromStr implementation internally.",clarifying,approval
Please squash your commits according to https://github.com/bitcoin/bitcoin/blob/master/CONTRIBUTING.md#squashing-commits,calltoaction,
See achow101/signapple#13 and #28859.,calltoaction,
@vasild would you mind re-acking this when you have some time?,calltoaction,
@AkihiroSuda could you have a look?,calltoaction,
@tonistiigi PTAL,calltoaction,
