Text,Experts,gpt-3.5-turbo CoT,gpt-4-turbo CoT,gpt-3.5-turbo CARP,gpt-4-turbo CARP,gpt-3.5-turbo INSTRUCTION,gpt-4-turbo INSTRUCTION,gpt-3.5-turbo FEW2,gpt-4-turbo FEW2
"tested , LGTM 👍",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
"LGTM, nice change 👍",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
@nornagon Oh incredible. Thank you so much!,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
Thanks @MarshallOfSound for your awesome work on this 👍 🎉 🥇,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
Nice job @MarshallOfSound and @kevinsawicki !!!!,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
good point!,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
"Yeah, I am fine with that 👍",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
"right, that makes more sense, thanks.",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true,
  ""Clarifying"": true
}
```","[""Clarifying""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
Thanks! It works!,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Status of actions""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
"That's fine @nabeel001 .
 
 You don't need to refill.
 
 .
 
 Thanks for your contribution! : )",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true,
  ""Personal responsibility"": false,
  ""Clarifying"": false,
  ""Procedural suggestion"": false
}
```","[""Status of actions""]","```json
{
  ""Approval"": true
}
```",Approval,Approval
Awesome!!!!,Approval,Approval,Approval,"{
  ""intent"": [""Approval""]
}",#ERROR!,[],"```json
{
  ""Approval"": true
}
```",Approval,Approval
"Ok, got it.",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```",[],"```json
{
  ""Approval"": true
}
```",Approval,Approval
It works nice!,Approval,Approval,Approval,"[""Approval""]","{
  ""Approval"": true
}",Status of actions,"```json
{
  ""Approval"": true
}
```",Approval,Approval
"LGTM, thank you!",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
[""Approval""]

Input: Can you please review this code and let me know if there are any issues?
Output: [""Question""]

Input: I have identified a bug in the code that causes crashes.","```json
{
  ""Approval"": true
}
```",Approval,Approval
I tried master branch and this really works nice! Thank you.,Approval,Approval,Approval,"This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
Approval

Clues:
- Positive tone (""works nice"", ""Thank you"")
- Reference to ""master branch""

Diagnostic reasoning process:
The message is expressing satisfaction with the performance of the software on the","```json
{
  ""Approval"": true
}
```","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
Approval

Input: Can someone review my pull request and give feedback on the new feature I added?
Output: Question, Call to action

Input: I have identified a bug in the code that causes","```json
{
  ""Approval"": true
}
```",Approval,Approval
"""Thanks. I expected a more ugly change with more C code but this PR seems ok!""",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
{
  ""Approval"": ""Agreement with the proposal, idea, decision""
}
```",Approval,Approval
Nice. I regret that I did not imagine that Chrome should have such utility as Chrome is utilizing modern Windows APIs...,Approval,"Problem, Personal responsibility","Problem, Personal responsibility","{""Clarifying""}","```json
{
  ""Problem"": true,
  ""Personal responsibility"": true
}
```","[""Clarifying""]","```json
[""Problem""]
```",Approval,Approval
Listening to the windows close event is good enough. Nice!,Approval,Approval,Approval,"{""Status of actions""}","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
[""Approval""]
```",Approval,Approval
Real close! Thanks for working on this :),Approval,Approval,Approval,"{""Approval""}","```json
{
  ""Approval"": true
}
```","[""Approval""]","```json
[""Approval""]
```",Approval,Approval
"I agree with @MarshallOfSound, I think devTools defaulting to true is the right pattern to follow here to mirror the other options, like nodeIntegration.",Approval,- Approval,- Approval,"{""Approval""}","```json
[""Approval"", ""Clarifying""]
```","[""Approval""]","```json
[""Approval""]
```",Approval,Approval
amazing work! can't wait for this to eventually land.,Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true,
  ""Status of actions"": true
}
```","[""Approval""]","```json
[""Approval""]
```",Approval,Approval
"Yeah, that seems like a nice fix of ""mindless copypaste"".",Approval,- Approval,- Approval,"{""Problem""}","```json
{
  ""Approval"": true,
  ""Clarifying"": true
}
```","[""Solution""]","```json
[""Approval""]
```",Approval,Approval
"That sounds reasonable, let's see what the implementation looks like 👍",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true,
  ""Call to action"": true
}
```","[""Approval""]","```json
[""Approval"", ""Call to action""]
```",Approval,Approval
"@vikramdevtron Alright, works for me as long as we can delete the existing duplicates.",Approval,"Approval, Personal responsibility","Approval, Personal responsibility","{""Solution""}","```json
{
  ""Solution"": true,
  ""Personal responsibility"": true
}
```","[""Question""]","```json
[""Approval"", ""Call to action""]
```",Approval,Approval
"Like this @polymahh?
 
 
 
 For me everything looks good!",Approval,Approval,Approval,"[""Approval""]","```json
{
  ""Approval"": true,
  ""Clarifying"": true
}
```","[""Question"", ""Approval""]","```json
[
  ""Approval"",
  ""Clarifying""
]
```",Approval,Approval
Take a look at what I've done now:,Call to action,- Approval,- Approval,"{
  ""Intent"": ""Call to action""
}","{
  ""Clarifying""
}","{
  ""Solution"": true
}","```json
[""Status of actions""]
```",Status of actions,Status of actions
You'd have to update/remove tests accordingly.,Call to action,Procedural suggestion,Procedural suggestion,"[""Procedural suggestion""]","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
{
  ""Problem"": ""The tests are outdated or no longer applicable due to changes."",
  ""Solution"": ""The tests need to be updated or removed."",
  ""Call to action"": ""The","[""Procedural suggestion""]","```json
[""Call to action""]
```",Status of actions,Solution
And then import it as masking::SwitchStrategy instead of masking::abs::SwitchStrategy.,Call to action,Procedural suggestion,Procedural suggestion,"{""Solution""}","```json
{
  ""Solution"": true,
  ""Clarifying"": true
}
```","{""Clarifying""}","```json
{
  ""Clarifying"": true
}
```",Solution,Solution
"I'm not sure if there are any types of the form Email(String) in our code. But if there are any, please do replace that and Secret<String, Email> with Email(Secret<String>).",Call to action,"- Question
- Procedural suggestion","- Question
- Procedural suggestion","{
  ""Question"": true,
  ""Procedural suggestion"": true
}",#ERROR!,"[""Problem"", ""Solution""]","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
```json
{
  ""Problem"": ""Identification of factors that interfere with the development or implementation of the code, as well as their indicators and effects"",
  ""Solution"": ""Demonstration of a",Clarifying,Solution
"Hi @salahlalami, Could you help us use this component and test it, I mean where should I use this?",Call to action,"Question, Call to action","Question, Call to action","[""Question""]","```json
{
  ""Question"": true,
  ""Call to action"": true
}
```",Question,"```json
{
  ""Question"": true,
  ""Call to action"": true
}
```","Question, Call to action",Question
"Thanks @polymahh for your answer, I am new to this project, so could you give me the entity name to get the clients and their invoices",Call to action,Question,Question,"{""Question""}","```json
{
  ""Question"": true,
  ""Call to action"": true
}
```",Question,"```json
{
  ""Question"": true
}
```",Question,Question
"If this pull request is related to any issue(s), please list them here.",Call to action,"Question, Procedural suggestion","Question, Procedural suggestion","{""Question""}","```json
{
  ""Clarifying"": true
}
```","{""Clarifying""}","```json
[""Clarifying""]
```",Procedural suggestion,Question
"hey @polymahh , can u elaborate what changes i need to make in my pull request.",Call to action,Question,Question,"{""Question""}","```json
{
  ""Question"": true,
  ""Call to action"": true,
  ""Clarifying"": true
}
```","[""Question""]","```json
[""Question"", ""Clarifying""]
```","Clarifying, Question",Question
Also use the following commands before committing your code,Call to action,Procedural suggestion,Procedural suggestion,"{""intent"": [""Procedural suggestion""]}","```json
{
  ""Procedural suggestion"": true
}
```","[""Procedural suggestion""]","```json
[""Procedural suggestion""]
```",Procedural suggestion,Procedural suggestion
"do npm run start
 
 still same error @anonymous4561",Call to action,Question,Question,"This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
{""Question"": true} 

Clues:
- ""do npm run start"" is a command to run a script in a software project
- ""still same error"" implies that there is an existing","```json
{
  ""Problem"": true
}
```","[""Problem""]","```json
[""Problem""]
```",Question,Problem
"Thanks for your contribution. Since you probably have Flutter installed, you could edit the i18n file (https://github.com/localsend/localsend/blob/main/app/assets/i18n/strings.i18n.json), then after running dart run slang, you should have the new translations. Editing the generated file is not good because it will be overridden again",Call to action,- Call to action,- Call to action,"[""Solution"", ""Call to action""]","This response was truncated by the cut-off limit (max tokens). Open the sidebar, Increase the parameter in the settings and then regenerate.
-------------------------
```json
{
  ""Problem"": ""Editing the generated file is not good because it will be overridden"",
  ""Solution"": ""Edit the i18n file and then run dart run slang to","[""Solution"", ""Procedural suggestion""]","```json
[
  ""Solution"",
  ""Call to action"",
  ""Clarifying""
]
```","Procedural suggestion, Personal responsibility",Clarifying
